ph,temperature,turbidity,tds,Potability,timestamp
6.27,29.37,822.2,90.97,0,2026-05-01T07:54:48.234868+00:00
6.25,29.44,820.68,92.27,0,2026-05-01T07:54:54.206768+00:00
6.2,29.44,821.59,90.87,0,2026-05-01T07:54:54.622406+00:00
6.22,29.37,822.03,90.97,0,2026-05-01T07:54:57.816886+00:00
6.24,29.44,821.31,95.33,0,2026-05-01T07:55:01.010825+00:00
6.27,29.44,821.26,91.15,0,2026-05-01T07:55:04.205712+00:00
6.24,29.44,821.59,90.87,0,2026-05-01T07:55:07.398829+00:00
6.23,29.5,820.84,91.88,0,2026-05-01T07:55:10.592967+00:00
6.25,29.5,821.29,90.49,0,2026-05-01T07:55:13.787213+00:00
6.22,29.5,820.58,94.94,0,2026-05-01T07:55:16.980933+00:00
6.27,29.5,821.73,90.49,0,2026-05-01T07:55:20.174923+00:00
6.22,29.56,821.56,91.78,0,2026-05-01T07:55:23.369237+00:00
6.19,29.5,822.19,91.04,0,2026-05-01T07:55:26.567217+00:00
6.24,29.56,822.04,90.66,0,2026-05-01T07:55:29.757882+00:00
6.2,29.56,822.17,90.38,0,2026-05-01T07:55:32.951438+00:00
6.28,29.56,821.01,90.1,0,2026-05-01T07:55:36.145266+00:00
6.2,29.56,822.03,90.38,0,2026-05-01T07:55:39.339172+00:00
6.2,29.62,823.53,90.28,0,2026-05-01T07:55:42.533323+00:00
6.39,35.56,556.81,108.13,0,2026-05-01T09:19:43.162876+00:00
6.39,35.56,556.28,107.88,0,2026-05-01T09:19:46.356100+00:00
6.41,35.56,556.8,108.37,0,2026-05-01T09:19:49.637991+00:00
6.39,35.56,557.47,108.37,0,2026-05-01T09:19:52.880647+00:00
6.39,35.56,556.98,108.37,0,2026-05-01T09:19:56.143415+00:00
6.39,35.56,555.47,108.61,0,2026-05-01T09:19:59.406892+00:00
6.38,35.56,555.53,108.37,0,2026-05-01T09:20:02.669655+00:00
6.39,35.56,559.31,108.37,0,2026-05-01T09:20:05.932485+00:00
6.38,35.5,555.14,108.97,0,2026-05-01T09:20:09.196407+00:00
6.38,35.56,554.75,109.1,0,2026-05-01T09:20:12.475497+00:00
6.38,35.56,554.97,109.1,0,2026-05-01T09:20:15.723040+00:00
6.37,35.5,555.04,109.45,0,2026-05-01T09:20:18.985976+00:00
6.39,35.56,554.72,108.86,0,2026-05-01T09:20:22.249778+00:00
6.38,35.56,555.65,109.34,0,2026-05-01T09:20:25.513872+00:00
6.39,35.56,555.75,109.34,0,2026-05-01T09:20:28.778200+00:00
6.39,35.5,555.79,109.45,0,2026-05-01T09:20:32.046787+00:00
6.38,35.56,555.62,109.58,0,2026-05-01T09:20:35.309026+00:00
6.38,35.5,554.21,109.45,0,2026-05-01T09:20:38.579165+00:00
6.37,35.56,553.61,109.34,0,2026-05-01T09:20:41.854804+00:00
6.37,35.56,554.12,109.58,0,2026-05-01T09:20:45.121424+00:00
6.38,35.56,554.61,109.34,0,2026-05-01T09:20:48.380300+00:00
6.38,35.56,554.59,109.34,0,2026-05-01T09:20:51.655707+00:00
6.38,35.56,554.92,109.34,0,2026-05-01T09:20:54.905271+00:00
6.38,35.56,554.51,108.86,0,2026-05-01T09:20:58.167891+00:00
6.39,35.56,555.07,108.61,0,2026-05-01T09:21:01.439446+00:00
6.38,35.56,554.38,108.61,0,2026-05-01T09:21:04.687570+00:00
6.42,35.56,554.52,107.4,0,2026-05-01T09:21:07.946241+00:00
6.39,35.56,556.27,108.86,0,2026-05-01T09:21:11.271471+00:00
6.38,35.56,557.65,108.86,0,2026-05-01T09:21:14.493352+00:00
6.37,35.56,558.58,109.1,0,2026-05-01T09:21:18.229043+00:00
6.39,35.56,560.05,109.1,0,2026-05-01T09:21:21.029013+00:00
6.38,35.63,560.49,108.74,0,2026-05-01T09:21:24.292673+00:00
6.39,35.56,561.31,109.1,0,2026-05-01T09:21:27.558600+00:00
6.39,35.56,563.03,109.1,0,2026-05-01T09:21:39.039467+00:00
6.38,35.56,562.24,109.1,0,2026-05-01T09:21:39.040106+00:00
6.39,35.56,562.58,109.1,0,2026-05-01T09:21:39.081128+00:00
6.39,35.56,562.62,108.86,0,2026-05-01T09:21:40.643700+00:00
6.38,35.56,563.32,109.34,0,2026-05-01T09:21:43.866048+00:00
6.38,35.56,564.21,109.34,0,2026-05-01T09:21:47.132223+00:00
6.39,35.56,564.82,109.1,0,2026-05-01T09:21:50.383054+00:00
6.4,35.63,565.34,109.23,0,2026-05-01T09:21:53.661744+00:00
6.39,35.56,566.01,109.34,0,2026-05-01T09:21:56.913098+00:00
6.38,35.63,566.73,108.99,0,2026-05-01T09:22:00.164361+00:00
6.39,35.63,566.26,109.23,0,2026-05-01T09:22:03.429972+00:00
6.4,35.63,566.12,108.99,0,2026-05-01T09:22:06.720295+00:00
6.4,35.63,566.07,108.74,0,2026-05-01T09:22:09.999305+00:00
6.38,35.63,563.84,109.23,0,2026-05-01T09:22:13.223396+00:00
6.39,35.69,565.05,109.12,0,2026-05-01T09:22:16.481206+00:00
6.39,35.63,565.93,108.74,0,2026-05-01T09:22:19.750331+00:00
6.4,35.63,566.7,108.74,0,2026-05-01T09:22:23.004404+00:00
6.4,35.63,566.25,108.74,0,2026-05-01T09:22:26.284260+00:00
6.4,35.63,566.29,108.74,0,2026-05-01T09:22:29.644431+00:00
6.4,35.63,567.15,108.74,0,2026-05-01T09:22:32.793492+00:00
6.39,35.63,568.61,108.5,0,2026-05-01T09:22:36.076555+00:00
6.4,35.63,569.73,108.74,0,2026-05-01T09:22:39.348725+00:00
6.4,35.63,570.06,108.5,0,2026-05-01T09:22:42.637962+00:00
6.39,35.63,571.7,108.74,0,2026-05-01T09:22:45.867125+00:00
6.39,35.63,572.02,108.5,0,2026-05-01T09:22:49.154412+00:00
6.4,35.63,572.29,108.74,0,2026-05-01T09:22:52.366564+00:00
6.41,35.63,573.23,108.74,0,2026-05-01T09:22:55.622777+00:00
6.38,35.63,573.34,108.99,0,2026-05-01T09:22:58.886428+00:00
6.4,35.63,573.88,109.23,0,2026-05-01T09:23:02.153321+00:00
6.39,35.63,573.36,108.99,0,2026-05-01T09:23:05.423538+00:00
6.39,35.63,573.89,108.99,0,2026-05-01T09:23:08.678802+00:00
6.4,35.63,574.39,108.99,0,2026-05-01T09:23:11.941421+00:00
6.4,35.63,574.2,108.74,0,2026-05-01T09:23:15.202441+00:00
6.39,35.63,573.97,108.74,0,2026-05-01T09:23:18.465971+00:00
6.41,35.63,573.9,108.74,0,2026-05-01T09:23:21.732797+00:00
6.39,35.63,574.39,108.5,0,2026-05-01T09:23:24.992459+00:00
6.39,35.63,575.05,108.99,0,2026-05-01T09:23:28.252967+00:00
6.4,35.63,575.08,108.99,0,2026-05-01T09:23:31.519534+00:00
6.4,35.63,574.4,108.99,0,2026-05-01T09:23:34.784638+00:00
6.39,35.63,573.35,108.5,0,2026-05-01T09:23:38.067824+00:00
6.41,35.63,574.74,108.74,0,2026-05-01T09:23:41.306601+00:00
6.39,35.63,574.3,108.99,0,2026-05-01T09:23:44.607296+00:00
6.39,35.69,574.34,108.87,0,2026-05-01T09:23:47.846019+00:00
6.39,35.69,574.35,109.12,0,2026-05-01T09:23:51.129293+00:00
6.39,35.63,574.53,108.99,0,2026-05-01T09:23:54.377391+00:00
6.39,35.63,573.56,108.74,0,2026-05-01T09:23:57.645223+00:00
6.39,35.63,573.95,108.5,0,2026-05-01T09:24:00.899879+00:00
6.4,35.69,574.41,108.39,0,2026-05-01T09:24:04.143102+00:00
6.4,35.63,573.69,108.74,0,2026-05-01T09:24:07.401978+00:00
6.38,35.69,573.82,108.63,0,2026-05-01T09:24:10.665652+00:00
6.39,35.69,574.77,112.5,0,2026-05-01T09:24:21.772808+00:00
6.39,35.69,574.03,111.54,0,2026-05-01T09:24:21.772738+00:00
6.39,35.63,575.17,117.93,0,2026-05-01T09:24:21.811573+00:00
6.4,35.63,575.28,108.01,0,2026-05-01T09:24:23.595467+00:00
6.4,35.63,574.29,107.04,0,2026-05-01T09:24:26.779457+00:00
6.4,35.69,573.66,107.66,0,2026-05-01T09:24:29.951405+00:00
6.39,35.63,574.15,108.01,0,2026-05-01T09:24:33.133347+00:00
6.4,35.63,572.42,108.01,0,2026-05-01T09:24:36.307119+00:00
6.4,35.69,572.41,108.15,0,2026-05-01T09:24:39.491190+00:00
6.39,35.69,572.41,108.87,0,2026-05-01T09:24:42.675712+00:00
6.4,35.69,573.09,108.39,0,2026-05-01T09:24:45.856434+00:00
6.41,35.63,573.29,108.5,0,2026-05-01T09:24:49.035561+00:00
6.41,35.69,571.82,108.63,0,2026-05-01T09:24:52.218972+00:00
6.4,35.63,571.55,108.26,0,2026-05-01T09:24:55.403786+00:00
6.41,35.69,571.12,108.87,0,2026-05-01T09:24:58.586144+00:00
6.4,35.69,571.68,108.39,0,2026-05-01T09:25:01.774380+00:00
6.41,35.69,571.5,108.39,0,2026-05-01T09:25:04.997431+00:00
6.41,35.69,571.45,107.9,0,2026-05-01T09:25:08.131176+00:00
6.41,35.69,571.61,107.9,0,2026-05-01T09:25:11.332861+00:00
6.39,35.69,573.19,108.15,0,2026-05-01T09:25:14.494244+00:00
6.41,35.69,572.64,107.66,0,2026-05-01T09:25:17.677640+00:00
6.41,35.69,571.79,107.42,0,2026-05-01T09:25:20.854425+00:00
6.41,35.69,571.71,107.42,0,2026-05-01T09:25:28.456190+00:00
6.41,35.69,572.37,107.17,0,2026-05-01T09:25:30.556317+00:00
6.41,35.75,572.56,107.79,0,2026-05-01T09:25:30.860548+00:00
6.41,35.69,571.6,107.17,0,2026-05-01T09:25:37.789087+00:00
6.41,35.75,570.8,106.82,0,2026-05-01T09:25:39.004150+00:00
6.41,35.75,570.38,107.06,0,2026-05-01T09:25:40.038903+00:00
6.41,35.75,570.43,107.31,0,2026-05-01T09:25:43.155236+00:00
6.41,35.75,571.47,107.31,0,2026-05-01T09:25:46.320538+00:00
6.4,35.75,572.13,107.79,0,2026-05-01T09:25:49.474951+00:00
6.4,35.75,572.32,108.03,0,2026-05-01T09:25:52.737690+00:00
6.41,35.69,571.7,107.66,0,2026-05-01T09:25:56.507656+00:00
6.41,35.69,571.51,107.66,0,2026-05-01T09:25:59.199626+00:00
6.4,35.69,572.31,109.84,0,2026-05-01T09:26:02.381134+00:00
6.4,35.69,570.84,108.15,0,2026-05-01T09:26:05.560332+00:00
6.41,35.75,570.57,107.79,0,2026-05-01T09:26:08.745698+00:00
6.4,35.69,571.0,107.9,0,2026-05-01T09:26:12.019949+00:00
6.41,35.69,570.62,107.66,0,2026-05-01T09:26:15.272281+00:00
6.41,35.75,570.84,106.82,0,2026-05-01T09:26:18.450397+00:00
6.4,35.69,569.89,107.9,0,2026-05-01T09:26:21.645221+00:00
6.4,35.69,570.28,107.66,0,2026-05-01T09:26:24.802585+00:00
6.4,35.75,571.08,107.55,0,2026-05-01T09:26:27.978144+00:00
6.4,35.75,569.79,107.55,0,2026-05-01T09:26:31.162950+00:00
6.41,35.69,570.25,104.98,0,2026-05-01T09:26:34.364946+00:00
6.4,35.75,567.32,107.06,0,2026-05-01T09:26:37.529002+00:00
6.39,35.69,565.41,106.93,0,2026-05-01T09:26:40.710471+00:00
6.4,35.75,566.55,106.82,0,2026-05-01T09:26:43.880188+00:00
6.41,35.69,567.23,106.69,0,2026-05-01T09:26:47.062739+00:00
6.41,35.69,567.6,106.2,0,2026-05-01T09:26:50.242348+00:00
6.4,35.75,569.08,105.85,0,2026-05-01T09:27:01.137566+00:00
6.41,35.75,569.36,104.63,0,2026-05-01T09:27:01.137618+00:00
6.41,35.75,569.78,104.63,0,2026-05-01T09:27:01.170885+00:00
6.41,35.69,569.74,105.47,0,2026-05-01T09:27:02.975090+00:00
6.41,35.69,570.58,104.5,0,2026-05-01T09:27:06.166795+00:00
6.41,35.69,569.12,104.74,0,2026-05-01T09:27:09.356417+00:00
6.4,35.75,568.69,104.63,0,2026-05-01T09:27:12.519222+00:00
6.41,35.69,568.04,104.74,0,2026-05-01T09:27:15.706463+00:00
6.41,35.69,567.16,104.5,0,2026-05-01T09:27:18.888344+00:00
6.41,35.75,568.1,104.39,0,2026-05-01T09:27:22.073561+00:00
6.41,35.75,568.38,104.39,0,2026-05-01T09:27:25.251477+00:00
6.41,35.75,569.49,104.39,0,2026-05-01T09:27:28.456479+00:00
6.41,35.75,569.31,104.15,0,2026-05-01T09:27:31.613467+00:00
6.41,35.75,569.94,103.42,0,2026-05-01T09:27:34.785593+00:00
6.41,35.75,570.64,102.93,0,2026-05-01T09:27:37.965512+00:00
6.41,35.75,570.85,102.93,0,2026-05-01T09:27:41.140320+00:00
6.41,35.75,571.26,102.93,0,2026-05-01T09:27:44.321509+00:00
6.42,35.75,571.55,102.93,0,2026-05-01T09:27:47.501661+00:00
6.42,35.75,571.98,102.68,0,2026-05-01T09:27:50.686393+00:00
6.41,35.75,570.23,102.2,0,2026-05-01T09:27:53.862843+00:00
6.41,35.75,568.16,102.68,0,2026-05-01T09:27:57.069518+00:00
6.41,35.75,566.69,102.2,0,2026-05-01T09:28:00.276997+00:00
6.43,35.75,565.9,101.95,0,2026-05-01T09:28:03.451573+00:00
6.41,35.75,567.04,102.68,0,2026-05-01T09:28:06.616230+00:00
6.41,35.75,568.23,102.44,0,2026-05-01T09:28:09.789654+00:00
6.4,35.81,568.76,102.09,0,2026-05-01T09:28:12.984116+00:00
6.41,35.81,566.7,101.36,0,2026-05-01T09:28:16.174411+00:00
6.41,35.81,565.39,101.11,0,2026-05-01T09:28:19.326743+00:00
6.41,35.81,566.03,100.63,0,2026-05-01T09:28:22.505209+00:00
6.4,35.81,566.05,103.07,0,2026-05-01T09:28:25.680873+00:00
6.4,35.81,565.37,103.55,0,2026-05-01T09:28:28.866561+00:00
6.41,35.75,563.29,102.44,0,2026-05-01T09:28:32.046203+00:00
6.41,35.81,562.49,101.85,0,2026-05-01T09:28:35.223137+00:00
6.42,35.81,565.5,101.36,0,2026-05-01T09:28:38.406580+00:00
6.41,35.75,565.55,104.15,0,2026-05-01T09:28:41.596268+00:00
6.4,35.81,564.71,104.53,0,2026-05-01T09:28:44.780545+00:00
6.4,35.81,565.31,104.53,0,2026-05-01T09:28:47.984994+00:00
6.4,35.81,565.83,105.25,0,2026-05-01T09:28:51.212200+00:00
6.41,35.75,563.6,105.36,0,2026-05-01T09:28:54.470898+00:00
6.4,35.81,562.07,106.23,0,2026-05-01T09:28:57.725161+00:00
6.41,35.81,560.07,105.98,0,2026-05-01T09:29:00.992776+00:00
6.41,35.75,560.33,106.34,0,2026-05-01T09:29:04.255596+00:00
6.4,35.81,560.41,106.23,0,2026-05-01T09:29:07.519643+00:00
6.4,35.81,560.26,106.23,0,2026-05-01T09:29:10.802359+00:00
6.4,35.81,561.41,106.23,0,2026-05-01T09:29:13.981290+00:00
6.39,35.75,563.3,146.11,0,2026-05-01T09:29:17.169890+00:00
6.4,35.81,565.06,146.67,0,2026-05-01T09:29:20.356153+00:00
6.41,35.81,566.78,146.2,0,2026-05-01T09:29:23.530764+00:00
6.39,35.81,567.64,146.43,0,2026-05-01T09:29:26.715164+00:00
6.4,35.81,568.92,146.2,0,2026-05-01T09:29:29.895508+00:00
6.4,35.81,568.47,146.67,0,2026-05-01T09:29:42.099937+00:00
6.4,35.81,567.26,146.2,0,2026-05-01T09:29:42.100015+00:00
6.41,35.81,569.51,146.2,0,2026-05-01T09:29:42.149029+00:00
6.39,35.81,570.0,146.43,0,2026-05-01T09:29:42.600755+00:00
6.4,35.81,570.83,146.2,0,2026-05-01T09:29:45.791870+00:00
6.4,35.81,572.1,146.43,0,2026-05-01T09:29:48.979064+00:00
6.4,35.81,570.78,146.2,0,2026-05-01T09:29:52.168136+00:00
6.4,35.81,570.72,145.73,0,2026-05-01T09:29:55.342026+00:00
6.4,35.81,571.56,145.5,0,2026-05-01T09:29:58.525681+00:00
6.4,35.81,571.3,145.26,0,2026-05-01T09:30:01.755704+00:00
6.39,35.81,571.56,145.03,0,2026-05-01T09:30:04.893336+00:00
6.4,35.81,573.35,144.56,0,2026-05-01T09:30:08.072375+00:00
6.4,35.81,574.06,144.09,0,2026-05-01T09:30:11.252537+00:00
6.41,35.81,574.78,144.09,0,2026-05-01T09:30:14.417854+00:00
6.41,35.81,574.49,144.09,0,2026-05-01T09:30:17.593154+00:00
6.4,35.88,574.06,143.71,0,2026-05-01T09:30:20.766013+00:00
6.4,35.81,574.61,143.62,0,2026-05-01T09:30:23.956369+00:00
6.4,35.88,573.75,143.24,0,2026-05-01T09:30:27.133675+00:00
6.41,35.81,572.98,143.15,0,2026-05-01T09:30:30.316723+00:00
6.41,35.81,574.97,143.15,0,2026-05-01T09:30:33.489486+00:00
6.4,35.88,575.06,143.47,0,2026-05-01T09:30:36.674306+00:00
6.41,35.81,574.91,143.39,0,2026-05-01T09:30:39.866188+00:00
6.41,35.81,575.38,143.39,0,2026-05-01T09:30:43.038476+00:00
6.41,35.81,574.66,142.92,0,2026-05-01T09:30:46.233020+00:00
6.4,35.81,574.28,143.62,0,2026-05-01T09:30:49.407895+00:00
6.4,35.81,574.34,142.68,0,2026-05-01T09:30:52.645034+00:00
6.41,35.81,574.69,140.57,0,2026-05-01T09:30:55.776218+00:00
6.4,35.81,574.46,142.45,0,2026-05-01T09:30:58.959815+00:00
6.4,35.81,573.53,141.98,0,2026-05-01T09:31:02.137625+00:00
6.4,35.81,573.43,140.81,0,2026-05-01T09:31:05.329362+00:00
6.41,35.81,573.91,141.04,0,2026-05-01T09:31:08.512448+00:00
6.41,35.81,574.39,140.1,0,2026-05-01T09:31:11.668065+00:00
6.41,35.81,574.54,140.81,0,2026-05-01T09:31:14.856257+00:00
6.41,35.81,573.22,141.04,0,2026-05-01T09:31:18.033256+00:00
6.4,35.88,574.02,140.66,0,2026-05-01T09:31:21.212675+00:00
6.42,35.88,575.97,140.66,0,2026-05-01T09:31:24.394711+00:00
6.41,35.88,574.33,139.96,0,2026-05-01T09:31:27.566042+00:00
6.41,35.81,574.69,139.4,0,2026-05-01T09:31:30.757112+00:00
6.41,35.88,574.46,137.61,0,2026-05-01T09:31:33.927884+00:00
6.39,35.81,573.71,139.4,0,2026-05-01T09:31:37.109279+00:00
6.41,35.88,572.45,139.96,0,2026-05-01T09:31:40.293318+00:00
6.41,35.88,573.27,139.96,0,2026-05-01T09:31:43.479196+00:00
6.4,35.88,573.86,141.13,0,2026-05-01T09:31:46.661402+00:00
6.41,35.88,575.24,140.43,0,2026-05-01T09:31:49.837316+00:00
6.41,35.81,576.16,140.81,0,2026-05-01T09:31:53.032929+00:00
6.42,35.81,577.63,140.34,0,2026-05-01T09:31:56.202254+00:00
6.41,35.81,579.27,140.81,0,2026-05-01T09:31:59.376569+00:00
6.4,35.88,579.42,142.54,0,2026-05-01T09:32:02.564306+00:00
6.41,35.88,579.47,142.54,0,2026-05-01T09:32:05.771000+00:00
6.41,35.88,578.46,143.01,0,2026-05-01T09:32:08.928429+00:00
6.41,35.81,579.01,143.86,0,2026-05-01T09:32:19.967602+00:00
6.39,35.88,578.83,143.47,0,2026-05-01T09:32:19.967924+00:00
6.4,35.88,578.26,144.18,0,2026-05-01T09:32:20.012877+00:00
6.4,35.88,578.44,144.64,0,2026-05-01T09:32:21.651065+00:00
6.41,35.88,579.0,144.64,0,2026-05-01T09:32:24.831275+00:00
6.4,35.88,578.49,145.11,0,2026-05-01T09:32:28.010767+00:00
6.39,35.88,577.82,146.75,0,2026-05-01T09:32:31.186520+00:00
6.37,35.88,577.96,146.28,0,2026-05-01T09:32:34.449256+00:00
